DATE_TIME,UNIQUE_ID
2011-06-20,33519
2011-06-21,35055
2011-06-22,31430
2011-06-23,31313
2011-06-24,27886
2011-06-25,15057
2011-06-26,11828
2011-06-27,32899
2011-06-28,33982
2011-06-29,31708
2011-06-30,31824
2011-07-01,27778
2011-07-02,13644
2011-07-03,10087
2011-07-04,17531
2011-07-05,36841
2011-07-06,32001
2011-07-07,32433
2011-07-08,27427
2011-07-09,13903
2011-07-10,11527
2011-07-11,34781
2011-07-12,35031
2011-07-13,31736
2011-07-14,30738
2011-07-15,28018
2011-07-16,13272
2011-07-17,11515
2011-07-18,32776
2011-07-19,33639
2011-07-20,31883
2011-07-21,33879
2011-07-22,33993
2011-07-23,15390
2011-07-24,12800
2011-07-25,32496
2011-07-26,34050
2011-07-27,30717
2011-07-28,30976
2011-07-29,28553
2011-07-30,14025
2011-07-31,11916
2011-08-01,34231
2011-08-02,32944
2011-08-03,29655
2011-08-04,30335
2011-08-05,27748
2011-08-06,13831
2011-08-07,11659
2011-08-08,32979
2011-08-09,31064
2011-08-10,30479
2011-08-11,29645
2011-08-12,28073
2011-08-13,13427
2011-08-14,13272
2011-08-15,34293
2011-08-16,32565
2011-08-17,31781
2011-08-18,29503
2011-08-19,27988
2011-08-20,14475
2011-08-21,11502
2011-08-22,31352
2011-08-23,29348
2011-08-24,32022
2011-08-25,36560
2011-08-26,37763
2011-08-27,16645
2011-08-28,12020
2011-08-29,35485
2011-08-30,35748
2011-08-31,30536
2011-09-01,31537
2011-09-02,30382
2011-09-03,14616
2011-09-04,11973
2011-09-05,17033
2011-09-06,32894
2011-09-07,31610
2011-09-08,30367
2011-09-09,31579
2011-09-10,16336
2011-09-11,12639
2011-09-12,32176
2011-09-13,34665
2011-09-14,31188
2011-09-15,30293
2011-09-16,30009
2011-09-17,15307
2011-09-18,12343
2011-09-19,31891
2011-09-20,31104
2011-09-21,31494
2011-09-22,30111
2011-09-23,28783
2011-09-24,14008
2011-09-25,11851
2011-09-26,30940
2011-09-27,31254
2011-09-28,32326
2011-09-29,30166
2011-09-30,28045
2011-10-01,13173
2011-10-02,10389
2011-10-03,30082
2011-10-04,29959
2011-10-05,30221
2011-10-06,28326
2011-10-07,27227
2011-10-08,13548
2011-10-09,11782
2011-10-10,21156
2011-10-11,31905
2011-10-12,29662
2011-10-13,29857
2011-10-14,28265
2011-10-15,13873
2011-10-16,10783
2011-10-17,29277
2011-10-18,29515
2011-10-19,28209
2011-10-20,27239
2011-10-21,26321
2011-10-22,13358
2011-10-23,10814
2011-10-24,31274
2011-10-25,30029
2011-10-26,29583
2011-10-27,27812
2011-10-28,28303
2011-10-29,13897
2011-10-30,11787
2011-10-31,32001
2011-11-01,32001
2011-11-02,31679
2011-11-03,29569
2011-11-04,28582
2011-11-05,14114
2011-11-06,12923
2011-11-07,32691
2011-11-08,31016
2011-11-09,31225
2011-11-10,29816
2011-11-11,23852
2011-11-12,13547
2011-11-13,11017
2011-11-14,32617
2011-11-15,30318
2011-11-16,30864
2011-11-17,30131
2011-11-18,27989
2011-11-19,13751
2011-11-20,11538
2011-11-21,31337
2011-11-22,28052
2011-11-23,26101
2011-11-24,10707
2011-11-25,19853
2011-11-26,11791
2011-11-27,10521
2011-11-28,31876
2011-11-29,29632
2011-11-30,31225
2011-12-01,30350
2011-12-02,26899
2011-12-03,12673
2011-12-04,11255
2011-12-05,31240
2011-12-06,27819
2011-12-07,28304
2011-12-08,29813
2011-12-09,26260
2011-12-10,12912
2011-12-11,11373
2011-12-12,31311
2011-12-13,26267
2011-12-14,28337
2011-12-15,26528
2011-12-16,24199
2011-12-17,12637
2011-12-18,11565
2011-12-19,29488
2011-12-20,24709
2011-12-21,25746
2011-12-22,24196
2011-12-23,18559
2011-12-24,11377
2011-12-25,8033
2011-12-26,17594
2011-12-27,27156
2011-12-28,27487
2011-12-29,26681
2011-12-30,18611
2011-12-31,11209
2012-01-01,9938
2012-01-02,20897
2012-01-03,32925
2012-01-04,33308
2012-01-05,29693
2012-01-06,25831
2012-01-07,12426
2012-01-08,10488
2012-01-09,33264
2012-01-10,30133
2012-01-11,31194
2012-01-12,29097
2012-01-13,28950
2012-01-14,14594
2012-01-15,14037
2012-01-16,21463
2012-01-17,33958
2012-01-18,33937
2012-01-19,29748
2012-01-20,28950
2012-01-21,15699
2012-01-22,13006
2012-01-23,33494
2012-01-24,31027
2012-01-25,30970
2012-01-26,27284
2012-01-27,26177
2012-01-28,13782
2012-01-29,11686
2012-01-30,27809
2012-01-31,29592
2012-02-01,30113
2012-02-02,28939
2012-02-03,26183
2012-02-04,12852
2012-02-05,10074
2012-02-06,34960
2012-02-07,30499
2012-02-08,31184
2012-02-09,29250
2012-02-10,24432
2012-02-11,12651
2012-02-12,11910
2012-02-13,33285
2012-02-14,29655
2012-02-15,30155
2012-02-16,29197
2012-02-17,24083
2012-02-18,10885
2012-02-19,10725
2012-02-20,18922
2012-02-21,31390
2012-02-22,30409
2012-02-23,27415
2012-02-24,24069
2012-02-25,12395
2012-02-26,11496
2012-02-27,30886
2012-02-28,29178
2012-02-29,28998
2012-03-01,28765
2012-03-02,24130
2012-03-03,13365
2012-03-04,11231
2012-03-05,33399
2012-03-06,30789
2012-03-07,29349
2012-03-08,28364
2012-03-09,27203
2012-03-10,13255
2012-03-11,11148
2012-03-12,32688
2012-03-13,32006
2012-03-14,32148
2012-03-15,33426
2012-03-16,30273
2012-03-17,11506
2012-03-18,10166
2012-03-19,30074
2012-03-20,27142
2012-03-21,27722
2012-03-22,28614
2012-03-23,25726
2012-03-24,11873
2012-03-25,11199
2012-03-26,31759
2012-03-27,29914
2012-03-28,29142
2012-03-29,28436
2012-03-30,25674
2012-03-31,11493
2012-04-01,10254
2012-04-02,30437
